Carimbo de data/hora,status de envio do email de onboarding,Qual é a sua idade? 🌐, Qual é o seu nível de escolaridade? 🎓,Em qual bairro/cidade você mora? 🏠 (por favor bote em caps lock para fins de padronização. Ex: FORTALEZA/PRAIA DE IRACEMA),"Como você se identifica em termos de raça/etnia? (por exemplo, preta, parda, branca, indígena, etc.) ✊🏽 ",Como você se identifica em termos de gênero? 🏳‍🌈,Como você se identifica em termos de orientação sexual? 💖,Você tem filhos?  👧👦 ,"Você sempre foi da área de T.I.? Se não, qual sua área original?  💻 ",Qual sua situação profissional? 💼,"Se, atualmente, você está profissionalmente ativa, poderia nos fornecer mais detalhes? 💼","Por favor, descreva um pouco sua jornada até aqui  ✍️ 🧳 ",Você programa/já programou em Python?  🐍 , Há quanto tempo você trabalha ou estuda na área de tecnologia? ⏳,"Se você não sabe programar em Python, você tem interesse em aprender? 🐍",Como você se considera seu nível na linguagem Python? 🐍,Você trabalhou com Python em qual segmento? 💻🐍,Com quais outras tecnologias você já trabalhou?  💻,Como você conheceu a comunidade PyLadies? 🌟,Você já participou de algum evento organizado pela PyLadies Fortaleza? 🌟,O que você espera da comunidade PyLadies? 🌟,Como você pode contribuir para a comunidade? 🌟,Qual dessas áreas mais te despertam interesse? 🔍,Qual tipo de evento você mais gosta de participar? 🤝,Você se sente confortável para ministrar palestras/cursos/etc? 🤝,Sobre quais assuntos você poderia ministrar palestras/cursos/etc? 🔍,O que poderia ter na comunidade para despertar seu interesse em interagir/participar mais? 🌟,Você gostaria de participar de um programa de mentoria na comunidade PyLadies Fortaleza? 🌟,"Você fez/faz parte de alguma outra comunidade? Se sim, qual? 🔍",Você tem experiência com organização de eventos?  🔍,"Além de tecnologia, quais outros interesses você cultiva?  🎨 ","Você aceita que a PyLadies Fortaleza colete, trate e armazene seus dados fornecidos neste formulário?",Data de aniversário dd/mm - para fins fofinhos da Squad de RH  🎂 ,Formato Data (Ignorar Ano),Você autoriza a postagem comemorativa de aniversário? 👤 ,"Qual é a sua profissão atual ou área de atuação? 💼 (Exemplo: Engenheira de Software, Cientista de Dados, Engenheira de Dados, QA, UX..)",Qual é a sua faixa de renda mensal? 💰,"Se sim, há quanto tempo programa/programou em Python? 🐍",Com que frequência você participa de eventos da PyLadies? 📅, Quais são os principais desafios que você enfrenta como mulher na área de tecnologia? 🚧,Que tipo de apoio ou recursos você gostaria de ver mais na comunidade? 🤲,Você prefere trabalhar em projetos individuais ou em equipe? Por quê? 👩‍💻,"Precisa da sua autorização para guardar suas informações do formulário! 📝 Usaremos só para entender melhor vocês e planejar eventos incríveis! ✨ Promessa: seus dados ficam seguros conosco, sem compartilhamento! 🤫
Você aceita? 👍","Nos próximos eventos, tiraremos muitas fotos incríveis! 📸  Queremos compartilhar a energia boa com todos! ✨ Usaremos algumas fotos com você em posts, convites e divulgação. 😉 Você autoriza a PyLadies Fortaleza a usar sua imagem? 👍",email_hash,nome_hash,contato_hash
2025-09-05 08:51:56,Enviado,Entre 25 e 30 anos,Graduação - cursando,CARLITO PAMPLONA/FORTALEZA,Parda,Cisgênera,Heterossexual,Não,TRABALHO COMO ASSISTENTE SOCIAL. ATUALMENTE MIGRANDO PARA T.I,Funcionária de empresa privada (CLT/PJ),Estou buscando ativamente novo emprego/estágio/etc.,"OLÁ, MEU NOME É SIBELE, TENHO 28 ANOS, E SEMPRE TIVE INTERESSE POR TECNOLOGIA, POIS CRESCI AO LADO DO MEU PAI, QUE JÁ FOI PROGRAMADOR E TRABALHAVA COM REDES, QUANDO EU ERA CRIANÇA. ENTRETANTO, ACABEI SEGUINDO OUTRO CAMINHO. ENTREI NO CURSO DE SERVIÇO SOCIAL, FIZ PÓS-GRADUÇÃO NA ÁREA, E TRABALHO HÁ 5 ANOS NESTE CAMPO. PORÉM, RESOLVI EM 2024 COMEÇAR MEUS ESTUDOS NA ÁREA DE T.I, APRENDENDO SOBRE HTML E CSS, E LOGO, EM 2025, CONSEGUI ENTRAR EM CURSOS DE DESENVOLVIMENTO WEB FULLSTACK (GERAÇÃO TECH/IEL E PROGRAMA C-JOVEM/UECE). ESTOU ME APERFEIÇOANDO E A CADA DIA MAIS APAIXONADA PELOS ESTUDOS DA ÁREA, E TENHO PRETENSÃO DE SEGUIR ESTA CARREIRA. POR ISSO, AO BUSCAR COMUNIDADES DE MULHERES NA TECNOLOGIA, ENCONTREI A PYLADIES E ME INTERESSEI EM PARTICIPAR, SEJA PARA NETWORKING OU PARA APRENDER.",Não,menos de 1 ano,Sim,Não sei definir,Desenvolvimento Web,"HTML, CSS, JAVASCRIPT, REACT","Redes Sociais (Instagram, Facebook e etc)",Não,ESPERO CONSEGUIR PARTICIPAR PARA APRENDER E REALIZAR NETWORKING,EMBORA EU SEJA INICIANTE TENHO MUITAS IDEIAS A SEREM DESENVOLVIDAS E COLOCADAS EM PRATICA POSSO CONTRIBUIR ATRAVES DA CRIATIVIDADE EMPATIA E DESEJO EM APRENDER,"Desenvolvimento Web, Jogos, Machine Learning",NUNCA PARTICIPEI.,"Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa",DESENVOLVIMENTO WEB FULLSTACK,,"Sim, como mentorada","NÃO, ATÉ O MOMENTO.",Não,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), 🎶 (música, para interesses musicais), 🌍 (viagens, para interesses em explorar o mundo), 🎮 (jogos, para quem curte videogames)",,07/04/1997,,Sim,SERVIÇO SOCIAL.,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,1 evento por ano,SER ACOLHIDA PELA COMUNIDADE QUE TEM PREDOMINANCIA MASCULINA QUE REPRODUZEM DISCURSOS E ESTEROTIPOS MISOGINOS,APOIO ENTRE MULHERES DE AREAS SEMELHANTES,"PREFIRO EM EQUIPE, POIS ACREDITO QUE ATRAVÉS DA CONSTRUÇÃO CONJUNTA, É POSSÍVEL GARANTIR O MELHOR DESENVOLVIMENTO DE PROJETOS.","Sim, autorizo!","Sim, autorizo!",d6c48c2368239f4b934197c1e07f994bf6163e1ad546087dbdf55f9328324b56,e72fd96baf95425dbff6368a722ec0e4cad4371cca0b53a743693aa63d498636,a8c623fe077d137c78f5e990dc484d84793f09e096202d4e33877b6deb7066ce
2025-11-05 10:16:12,Enviado,Entre 31 e 40 anos,Graduação - concluído,Parangaba,Parda,Prefiro não informar,Heterossexual,Não,Minha área original é contabilidade ,Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas","Sou estudando da digital College, e estou fazendo o curso de análise de dados, estou começando agora nessa área de tecnologia, e minha área é contabilidade, porém estou querendo me desenvolver na área da tecnologia ",Não,menos de 1 ano,Sim,Júnior,Análise/Visualização de Dados,"PostgreSQL, Pentaho ( ferramenta de ETL ), e iniciando com Python","Redes Sociais (Instagram, Facebook e etc), Indicação de amiga(o)",Não,NETWORK APRENDIZADO E DESENVOLVER HABILIDADES,INICIANTE APRENDER SER VOLUNTARIO E CRESCER CADA VEZ MAS,"Análise/Visualização de Dados, Desenvolvimento Web, Machine Learning","Workshops, Palestras","Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa",Análise de dados ,"Acolhimento, e o resto eu corro atrás ","Sim, como mentorada",Não ,Não,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), 🎶 (música, para interesses musicais), 🌍 (viagens, para interesses em explorar o mundo)",,16/10/1994,,Sim,Sou Analista de suporte de um sistema ERP,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,Entre 1 a 3 eventos por ano,CONFESSO QUE E UMA AREA MUITO MACHISTA E PRECONCEITUOSA ENTAO UMA COMUNIDADE DE MULHERES IRA AJUDAR MUITO,ACOLHIMENTO EMPATIA,Em equipe ,"Sim, autorizo!","Sim, autorizo!",2c254506a18b7a3eefc2cadde443650a3821385f00d1570377e0dd5c5e9c61cb,0fe733d66e05b2ff31ebf48bda319a944d71a3c4c7acec31f59c16347880b3bc,b496294c95a0c0ea9b8c95b620e6729c873e9d9cef3bc6399ee499ba6d17a479
2025-04-30 18:34:57,Enviado,Entre 18 e 24 anos,Graduação - cursando,Aquiraz/ Centro,Parda,Cisgênera,Heterossexual,Não,"Não, eu vim de Engenharia Química ",Funcionária de empresa privada (CLT/PJ),Estou buscando ativamente novo emprego/estágio/etc.,,Sim,1 ano a 2 anos,Não se aplica,Júnior,Não se aplica,"Java, JavaScript, css, html, node.js, aws",Indicação de amiga(o),Não,CRIAR CONEXOES RELEVANTES FICAR ATUALIZADA SOBRE POSSIVEIS VAGAS DE EMPREGO E PARTICIPAR DE EVENTOS IMPORTANTES,,"Análise/Visualização de Dados, Machine Learning","Workshops, Palestras, Tutoriais",Não,,,"Sim, como mentorada",Não ,Não,"📚 (livros, representando interesses em leitura), 🍳 (culinária, para quem gosta de cozinhar), 🎮 (jogos, para quem curte videogames)",,20/08/2003,,Não,Estou em transição de carreira para analista de dados,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),menos de 1 ano,,,,,"Sim, autorizo!","Sim, autorizo!",ff3e81d1051e1e9fda5af4a44ee97337b16cde7e1214b55d36736fdafaa7310f,bb1a2bbf128a89aaf9c69a4f57c196ae75da66892cda2a66e76ecdd67e892e43,35f3f26450e267d6c820d53c8befe525fef95c3f28419980223056e75c499572
2025-01-13 10:21:56,Enviado,Entre 18 e 24 anos,Graduação - cursando,Bairro Ellery,Branca,Cisgênera,Bissexual,Não,"Não. Eu era da Gastronomia, hoje estou migrando para dev",Funcionária de empresa privada (CLT/PJ),Estou buscando ativamente novo emprego/estágio/etc.,Eu era Gastrologa e encontrei na TI oportunidade de evolução e qualidade de vida 💜 Me encontrei na programação e quero subir carreira,Não,1 ano a 2 anos,Sim,Júnior,Não se aplica,Node.Js,"Redes Sociais (Instagram, Facebook e etc), Indicação de amiga(o)",Não,ESPERO MUITO NETWORKING E APRENDER NOVAS TECNOLOGIAS,POSSO TRABALHAR PROGRAMANDO E PODEM CONTAR COMIGO EM EVENTOS,"Análise/Visualização de Dados, Desenvolvimento Web","Workshops, Palestras",Não,—-,Projetos com desenvolvimento web,"Sim, como mentora",Não,Não,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), 🎶 (música, para interesses musicais), 🍳 (culinária, para quem gosta de cozinhar)",Sim,29/03/2000,,Sim,Costumer Sucess,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,1 evento por ano,MACHISMO SER A UNICA MULHER DO TIME E DIFICULDADE EM CONSEGUIR INFORMACAO,NETWORKING,Equipe. Gosto de trabalhar em grupo :),"Sim, autorizo!","Sim, autorizo!",964c008384d070517a5342665d00078bc02187d59fc286d605012bbd419552b0,a2593cf0a89245d893e21c4490203bd77a9710e5e78d0ce031feee63c4ffd801,c40436f3d588c9b35e94b68ce18049ca264ed1f215036efef48af60f799699d9
2025-09-05 13:18:21,Enviado,Entre 25 e 30 anos,Graduação - concluído,SIQUEIRA,Preta,Cisgênera,Bissexual,Não,"Fui recepcionista, mas sou da área de TI a mais de 4 anos",Funcionária de empresa privada (CLT/PJ),Não se aplica,"Sempre gostei de tecnologia e decidi de fato mergulhar na área, atualmente trabalho com sistema hospitalar ",Não,2 a 4 anos,Sim,Não sei definir,Não se aplica,Sistema Protheus,"Redes Sociais (Instagram, Facebook e etc), Indicação de amiga(o)",Não,APRENDIZADO E CONEXOES,AJUDANDO NO QUE EU PUDER,"Análise/Visualização de Dados, Desenvolvimento Web, Jogos","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais",Não,,Níveis mais básicos ,"Sim, como mentorada",Não ,Não,"📚 (livros, representando interesses em leitura), 🎶 (música, para interesses musicais), 🌍 (viagens, para interesses em explorar o mundo), 🎮 (jogos, para quem curte videogames)",,30/10/1995,,Não,Técnico de Suporte N3 Implantação de Sistemas,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,1 evento por ano,ESPACO NA AREA,,"Equipe, acredito que cada pessoa tem uma visão pra passar","Sim, autorizo!","Sim, autorizo!",e6286b78e21c97bb76dcf055a38517c148750dda876bac79d0778e87e015dce8,7db0984a4dba85a69412f5aab43c74e5f171377b8d1e8a06a3b169c9ba715e70,8159d8d2e97f68188dd619764b40b5040f522c81714df3896801eb6404b7ded4
2025-04-13 13:34:58,Enviado,Entre 31 e 40 anos,Graduação - concluído,FORTALEZA/VILA UNIÃO ,Branca,Cisgênera,Bissexual,Não,Fotografia/Design,Não trabalho e estou buscando um emprego/estágio,Estou buscando ativamente novo emprego/estágio/etc.,"Estou em mudança de carreira, saindo do Design/fotografia pra área de tecnologia, estou sempre buscando aprender coisas novas e agora estou procurando emprego pra conseguir aplicar meu conhecimento.",Sim,2 a 4 anos,Sim,Júnior,"Análise/Visualização de Dados, Testes",,"Redes Sociais (Instagram, Facebook e etc)","Sim, como participante",APRENDER E CONHECER PESSOAS NOVAS NA MESMA AREA QUE EU PRA TROCAR IDEIAS,APRENDENDO E TROCANDO CONHECIMENTO COM OUTRAS PARTICIPANTES,"Análise/Visualização de Dados, Data Science, Machine Learning, Segurança","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais",Não,,,"Sim, como mentorada",não ,Sim,"🎨 (arte, representando interesses criativos), 🎶 (música, para interesses musicais), 🧘‍♀️ (bem-estar, para práticas como yoga), 🎮 (jogos, para quem curte videogames)",,11/01/91,,Sim,Analista de Dados e Cibersegurança ,Menos de 1 salário mínino ( < 1.412),menos de 1 ano,"Todos, não falto um, fã de carteirinha PYLADIES TE AMO",QUEBRAR A BARREIRA DO PRECONCEITO QUE MEU LUGAR NAO E ALI OU QUE NAO TENHO CONHECIMENTO PRA FALAR SOBRE ALGO APENAS POR SER MULHER,GOSTO MUITO DA IDEIA DE UMA COMUNIDADE DE MULHERES SINTO FALTA DESSE APOIO E TROCA,"equipe, gosto muito de trocar experiências e ideias","Sim, autorizo!","Sim, autorizo!",d4b244d717116940a2a4b64fae2d1a3b09617d16cb2e2354fe6fed20f67d332d,0a985fb504b7cb9a16a717fcd1393fbb859a07fba5401b70222eb64dc0029118,136f4a08b7493f9dceade88fe854c142d005cbd8e49aa82d5cd88df814c441b9
2025-03-25 10:45:26,Enviado,Entre 18 e 24 anos,Graduação - cursando,MARACANAÚ/CAGADO,Parda,Cisgênera,Heterossexual,Não,Adestramento de caes,Não trabalho e estou buscando um emprego/estágio,Estou buscando ativamente novo emprego/estágio/etc.,Participei de imersões voltado para BackEnd e atualmente estou no curso de desenvolvimento fullstack da Avanti em parceria com UECE e faço ADS.,Não,menos de 1 ano,Sim,Júnior,Não se aplica,"C++, Javascript",Indicação de amiga(o),Não,NETWORKING APRENDER MAIS TECNOLOGIAS E APRIMORAR MEUS CONHECIMENTOS,GOSTO DE CONTRIBUIR COM TUDO QUE ESTIVER AO MEU ALCANCE,"Análise/Visualização de Dados, Data Science, Desenvolvimento Web, Segurança","Workshops, Tutoriais",Sim,,,"Sim, como mentorada",Não ,Sim,"📚 (livros, representando interesses em leitura), 🌍 (viagens, para interesses em explorar o mundo)",,22/11,,Sim,Apenas estudando ,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,Entre 3 a 5 eventos por ano,,,"Em equipe, sou mais produtiva trabalhando com outras pessoas.","Sim, autorizo!","Sim, autorizo!",a5c7f41b4f0ba3e80d0501498e0f4758be246f75848f5fa50ada518fc18a8ec7,8c7c4cc37ef5a08b95e4787f340de012b467b7c6a114f80b37f40eceea2189ad,327461f20dce788ee05554d3f1b56ba590331583c70a89d577882081e0e2bc1a
2025-01-21 11:52:42,Enviado,Entre 25 e 30 anos,Graduação - concluído,SAPIRANGA,Parda,Prefiro não informar,Bissexual,Não,Sim.,Não trabalho e estou buscando um emprego/estágio,Estou buscando ativamente novo emprego/estágio/etc.,"Sou uma pessoa estudiosa, amo estudar e ler. Passei por problemas pessoais que me atrapalharam em conseguir me estabelecer na área de programação. Mas hoje recuperada eu busco conquistar a tão sonhada oportunidade de mercado.",Sim,Mais de 4 anos,Não,Não sei definir,"Análise/Visualização de Dados, Data Science, Desenvolvimento Web",Django. Pandas,Indicação de amiga(o),Não,APOIO UNIAO INDEPENDENTE DE LINGUAGEM,CONHECIMENTOS QUE JA POSSUO E TAMBEM JA PARTICIPEI DE EVENTOS NA FACULDADE COMO ORGANIZADORA ACREDITO QUE SURGINDO A OPORTUNIDADE PARTICIPARIA COM A PYLADIES,"Testes, Organização de projetos. E coisas voltadas para Backend, e talvez mobile","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais","Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa","Curso de lógica com Java, git. Mas estou me aperfeiçoando no estudo e futuramente poderia contribuir com mais.","Sou uma pessoa tímida, mas acredito que encontros com fim de compartilhar e ouvir outras, como apoio mentoria.","Sim, como mentorada",Cafeinas,Sim,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), 🎶 (música, para interesses musicais), 🍳 (culinária, para quem gosta de cozinhar), 🌍 (viagens, para interesses em explorar o mundo), 🧘‍♀️ (bem-estar, para práticas como yoga), 🎮 (jogos, para quem curte videogames)",,06/08/1997,,Não,Desenvolvimento de software Backend,Menos de 1 salário mínino ( < 1.412),menos de 1 ano,1 evento por ano,COMO MULHER SINDROME DO IMPOSTOR MEDO DE NAO CONSEGUIR E NA FACULDADE SEMPRE FUI DEIXADA DE LADO ERA A UNICA MULHER EM ALUNOS,MENTORIA RODA DE CONVERSA,"Individuais. Simplesmente por nunca ter lidado com projetos em grupo, mas é algo que eu gostaria de desenvolver ","Sim, autorizo!","Sim, autorizo!",ffdde477ff0b70a7a88239f6fb4eca0b35284216f846338e5fb0633db47ca1c4,bbcd18419530ee5a76615fa0cec556e2ec037c6a16c46a57ca1fb3ceaeb86847,d86403c0d69cc1dee03794821008774ff16c2dcd045e715350590dadc8e400f1
2024-12-25 13:57:43,Enviado,Entre 41 e 50 anos,Graduação - incompleto,PARANGABA ,Parda,Cisgênera,Heterossexual,Sim e sou a única responsável por eles,Administrativo Financeiro ,Não trabalho e estou buscando um emprego/estágio,Estou buscando ativamente novo emprego/estágio/etc.,Estudo há 1 ano mas só conheci python há alguns meses.  Fiz algumas automações e pretendo continuar estudando.  ,Sim,menos de 1 ano,Não se aplica,Júnior,Não se aplica,"CSS , javascript, react",Evento,Não,OPORTUNIDADE DE CRESCIMENTO PROFISSIONAL E DO GRUPO,NOCOES ADMNISTRATIVAS,"Machine Learning, Automação ","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais",Não,Na,Cursos ,"Sim, como mentorada",Não ,Não,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura)",,09/02/1981,,Sim,NA,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),menos de 1 ano,1 evento por ano,PRECONCEITO,TRILHAS DE CONHECIMENTO CURSOS VAGAS,Em equipe ,"Sim, autorizo!","Sim, autorizo!",e1a2744975b83789c073a4c1d9120c9d52c379806e1b40751a70f622d4a66b93,943fc41cb3dc89a06e773a2d84af2b6885b7e5c376a681838a8bfa695a0a2730,83943e22656734eb7e4e446a0169463f7be66825f4aabd89cc0c77309d9dbd29
2025-03-26 10:58:18,Enviado,Entre 25 e 30 anos,Ensino Médio/Técnico (cursando ou concluído),Álvaro Weyne,Branca,Cisgênera,"Assexual, Arromantico",Não,Eu era Analista de Dados antes de migrar para a Programação,Não trabalho e estou buscando um emprego/estágio,Estou buscando ativamente novo emprego/estágio/etc.,"Eu iniciei sendo Analista de Dados, então a primeira linguagem que tive contato foi R e Python. A cerca de 2 anos atrás me interessei mais pela área de desenvolvimento web e então venho fazendo cursos para ampliar meu conhecimento.",Sim,1 ano a 2 anos,Não se aplica,Júnior,"Análise/Visualização de Dados, Data Science, Desenvolvimento Web","JavaScript, Typescript, React.js, Next.js, Node.js, Flesk, Django, TailwindCSS, SCSS, SQL, noSQL, Docker",Indicação de amiga(o),"Sim, como participante",ESPERO ENCONTRAR PESSOAS PRA ME AJUDAR A AMPLIAR MEU CONHECIMENTO NA AREA DE DESENVOLVIMENTO WEB E AFINS MAS TAMBEM GOSTARIA DE ENCONTRAR AMIGAS E FORMARPARTICIPAR DE UM BOM NETWORK NA COMUNIDADE,POSSO TIRAR DUVIDAS EM AREAS AFINS DO MEU CONHECIMENTO E TAMBEM AUXILIAR EM QUALQUER OUTRA FUNCAO QUE QUEIRAM ME ADICIONAR E ESTIVER EM MINHA DISPOSICAO,"Análise/Visualização de Dados, Data Science, Desenvolvimento Web, Jogos, Machine Learning, Segurança, Testes","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais",Não,Acho que posso dizer um pouco da minha trajetória inicial ou auxiliar em aulas que eu tenha conhecimento. PS: Eu não sou muito para falar em público. 😬,Roda de conversa ou um momento de descontração envolvendo ou não a área de tecnologia.,"Sim, como mentora e mentorada",House JS,Não,"🎨 (arte, representando interesses criativos), 📚 (livros, representando interesses em leitura), 🎶 (música, para interesses musicais), 🌍 (viagens, para interesses em explorar o mundo), 🎮 (jogos, para quem curte videogames)",,11/07,,Sim,Desenvolvimento Full-stack,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),menos de 1 ano,Entre 3 a 5 eventos por ano,RECONHECIMENTO PELOS TRABALHOS FEITOS E VISIBILIDADE EM UM ESPACO CORPORATIVO,QUALQUER AJUDA E BEMVINDA NENHUM CONHECIMENTO E DE MAIS,"Depente, se for em um projeto de longa escala ou de nível complexo/empresarial seria em equipe, mas se for um projeto de estudos, fins didáticos ou muito pequeno seria com indivídual para adquirir e ganhar experiência, mas uma ajuda de vez em quando é sempre bem-vinda.","Sim, autorizo!","Sim, autorizo!",8dd84b8c4c4f0a181f6e3906dddde7559e217c0f9edc763b0eb701bacdd6dea1,7ea4f1b51c115132ae655b7c577fab74aec789e2a14391813bdb613c24fd66ea,8fa7800ca776ee8818f4fc7dfa58905a3777177169d8911982c837c0e0672527
2024-12-24 12:27:35,Enviado,Entre 18 e 24 anos,Graduação - concluído,PANAMERICANO,Parda,Cisgênera,Heterossexual,Não,Sim,Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas",,Sim,2 a 4 anos,Não se aplica,Pleno,Desenvolvimento Web,PHP,Indicação de amiga(o),"Sim, como participante",ESPERO CONSEGUIR A COMUNIDADE CONTINUA ATIVA,JA SOU VOLUNTARIA,Desenvolvimento Web,"Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais","Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa","Como iniciar no mundo da TI, TUTORIAS DE DJANGO REST",,"Sim, como mentora e mentorada",Não,Não,"🍳 (culinária, para quem gosta de cozinhar), 🌍 (viagens, para interesses em explorar o mundo)",,17/02,,Sim,Desenvolvedora Back-end,Entre 3 salários míninos a 7 salários míninos ( >= 4.236 e < 9.884 ),2 a 4 anos,,,,,"Sim, autorizo!","Sim, autorizo!",00f2daa3f4a9808e617cf84a8ff8e00c688b71258d7ac07c83dded51769f6d1a,a8f97afd41e88e0e0de73e9a9f7e7033b092282d78c638504cfb97731523d684,71279ef0a6cf1badbfc999bf7016145636106b97b76fe1eac1459e17a781f37d
2025-11-06 10:51:09,Enviado,Entre 31 e 40 anos,Pós Graduação Lato Sensu (Especialização/MBA/etc) - concluído,Fortaleza- Mondubim ,Preta,Cisgênera,Heterossexual,Não,Sou da contabilidade fazendo migração para área de tecnologia ,Não trabalho e estou buscando um emprego/estágio,Não se aplica,"Sou formada em contabilidade e estou migrando para área de tecnologia,ainda estou descobrindo como tudo funciona.Busco conhecimento para que me sinta mais segura nas minhas tomadas de decisões.Atuamente sou aluna de ADS na Unifor.",Não,menos de 1 ano,Sim,Não sei definir,Não se aplica,,"Redes Sociais (Instagram, Facebook e etc)",Não,NETWORKING E CONHECIMENTO,,"Análise/Visualização de Dados, Big Data, Data Science, Machine Learning, Segurança, Testes",Nunca participei,Talvez,,,"Sim, como mentorada","Sim,desenvolveremos ",Não,"📚 (livros, representando interesses em leitura), 🍳 (culinária, para quem gosta de cozinhar), 🧘‍♀️ (bem-estar, para práticas como yoga)",,26/09/1993,,Não,Iniciei a faculdade de ADS e quero trabalhar na área de dados ,Menos de 1 salário mínino ( < 1.412),Não se aplica,,,,,"Sim, autorizo!","Sim, autorizo!",3e4e9cc41e366a218323d4ab9548fd3f6b731808ebfc4bd32a86b100aa6dea75,59ec20973b19441814425b942d1f00283743c2b8034f8abf50c530c3a4a344be,873484fec7d1f877bea48a16a66e4a81e9e709c87334acc877352af1a2fcbc95
2025-04-24 12:51:01,Enviado,Entre 25 e 30 anos,Pós Graduação Lato Sensu (Especialização/MBA/etc) - concluído,RIO DE JANEIRO/VARGEM GRANDE,Parda,Cisgênera,Pansexual,Não,Sim,Funcionária de empresa privada (CLT/PJ),Estou buscando ativamente novo emprego/estágio/etc.,,Não,Mais de 4 anos,Sim,Não se aplica,Não se aplica,,"Redes Sociais (Instagram, Facebook e etc)",Não,QUE ME ACOLHA E ME AJUDE A EVOLUIR,COMPARTILHANDO EXPERIENCIA E CONHECIMENTO,"Análise/Visualização de Dados, Big Data, Data Science, Web scrapping","Atividades lúdicas e recreativas, Workshops, Palestras, Tutoriais","Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa",,,"Sim, como mentorada",Programaria ,Sim,"🎨 (arte, representando interesses criativos), 🎶 (música, para interesses musicais)",,14/11,,Sim,"PO, Analista de Dados",Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,1 evento por ano,MACHISMO E SINDROME DA IMPOSTORA,,Equipe,"Sim, autorizo!","Sim, autorizo!",cd5933f3ca6fa2a912064a4d6711bde72a5da0ba2aa00110c64b2763cad19b09,2a2b85e00f1f4ec2b12faa1ff13ab3fdabe51c2492dfd2d6c2157cb9f2b5d213,a05464f9e8bae18295fa088cf1b86370c2412c765d873afdf32038f1d8353c59
2025-02-25 22:50:03,Enviado,Entre 25 e 30 anos,Graduação - incompleto,FORTALEZA/PARANGABA,Branca,Cisgênera,Heterossexual,Prefiro não informar,"Não, backoffice",Estagiária,"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas",,Não,1 ano a 2 anos,Sim,Não se aplica,Não se aplica,,Indicação de amiga(o),Não,PODER APRENDER,COMPARTILHAR MEUS CONHECIMENTOS,"Análise/Visualização de Dados, Big Data, Data Science, Machine Learning, Segurança","Workshops, Palestras, Tutoriais",Não,,,"Sim, como mentorada",Não,Não,,,06011997,,Não,Cientista de dados,Menos de 1 salário mínino ( < 1.412),Não se aplica,,,,,"Sim, autorizo!","Sim, autorizo!",1e046794ce1ed0d5d88b6857fc4ebd5446641622f033f5c9ecd25ccc3452f324,548d4796d3586f3cdd53dac88fe63b11a7c267771c00cb4290641f256ad847f1,4ac56416a5bb7b5b4dd37bb0848c0330876f29e1627b9162dce2f20d1ba2c798
